title,price,shipping,condition,item_url
Razer Blade 17.3″ QHD 240Hz Gaming Laptop 64GB DDR5 RTX 3080 Ti 16GB 2TB SSD i7,7177587.99,1097832.03,Not Specified,https://www.ebay.com/itm/298623434677?_skw=laptop&itmmeta=01M146PCQ8463JH66FZBAXB4MW&hash=item458757ffb5:g:UmQAAeSwW8NqhJq-&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xARHdbeKG%2F6Rpu190cy8yPdSJ7m0F9OcaJhQ0GFcBef0EzkVbWUM2Df%2FhZg2stvCnz%2FrJU3gSYWqISeYYxvs6d4cdmA3%2FeGCMPc91eEJHkyFqsRdMr4fhmkf2Ur2pxc4mjqjEKJQoLzn9nhDINzBPv6hwArDXYtQqsY9oyvVlWUNyeupJoaB%2BR0qmRk7%2FPc0NbfoXaKTmo8Tl4ZVjcwjRmF20kqv4opgQuh4fJFYm6JXi6SL6Ck3hkcnlSm5DSpE35u%2BRvVM3w5pc4u4Dry6%2FW4R4mw3lsF7WYfxRSeiyLyJg%3D%3D%7Ctkp%3ABFBMlMzZholo
FORSCAN Vlinker Diagnostic on Panasonic CF-20 MK2 8GB 256GB 4G GPS Win11 Pro,941795.65,171567.09,Not Specified,https://www.ebay.com/itm/358788253397?_skw=laptop&itmmeta=01M146PCQ8V3A95Y035DFFQZJZ&hash=item53897246d5:g:bxAAAeSwfwRqVBdm&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAqZ6VULxePCn%2F1I84ZVRTSZTJ4oS2W%2BBWL5EcrVx8QjmJijrTaB0bqFK90c5M8ROL4VIoctidzCZOttA8%2Bh6aRlBbZGDiTx8DsNTlOGj3L%2BsuWLFY4pSBsS2SeN%2BFb4wJsZCHZks0j%2FbJzg7h%2BLvlpspWYnzkIQqv0MnpcexNbv7Ttvainsvl3zvNAE2yzBh29c%2FCJe8qTYlmjrleJM6lxmgeGK7AzjBKI%2Fs8oDkkAjqdMfAO3it%2FahpxB71JqkUoAQrL8oAO%2B1Pe3ELVrEg7O%7Ctkp%3ABFBMlMzZholo
HP EliteBook 840 G6 Laptop i5 8250U 16GB 512GB SSD 14″ Windows 11 Refurbished,1072519.56,0.0,Not Specified,https://www.ebay.com/itm/227034624693?_skw=laptop&itmmeta=01M146PCQ8R194SE9S8GPEVTVE&hash=item34dc5172b5:g:DPMAAeSw8fBqXiPa&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDSITgA5rGbkMaakNM51Opn%2BSwqawHO7mVRdqPPUWMK1PxPyXaA2RbvHhmjAbaHCBNvq3Teh6DSZqNO%2BViV%2BHUSwIv9T3YnctNXKKLpYzZemJW1aBdR6b4qT2v%2Bwb4jFLWRYlO9KoOBSARyVG4%2BzzGsKtz9%2F5HDfJNDrZ3vk3xcW8A2ERGx6SncinvNdQoQ4wLg2CVqMK9U%2Fam0ZmEpCX3XoUR0Lj2d7M46vdvgvGHcpOEUVlJqQQkicPVAXgDgDmQ5CvAQ%2BgNizYR9t12v70dU%7Ctkp%3ABFBMlMzZholo
HP Pavilion TX1000 12.1 inch AMD Turion/160GB/3GBWindows 11 & Office365 Laptop,493378.73,171567.09,Not Specified,https://www.ebay.com/itm/128048744950?_skw=laptop&itmmeta=01M146PCQ886CMCFTVFNQEV5JW&hash=item1dd04cc9f6:g:KbcAAeSwXSZqkUhi&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAwz5vACpfl7YY6IFYGXtvqVh5rLtZgLfKaDB5igrsCEWY12yXNOoml1eH4BkLKBSPMy%2BeCHXTjd%2FraTqFREGge0kqH7cIzA2hwcJkPXV1d3HkSzj3Gq5Sd1A29WaB94k02eLvT4zj1GC6%2Bcrxbw0QdLLxvAWdIu73lRiChJqVQr0xOOxJ%2F4InJO3QZ6auoBW%2F6JPBvYaPUbY9inDl9ZTGD9%2FxMtMuC6e5peit7qwQrzRsKahWz3IcW49jawcdWS9e0xfwGkWYvR9NmTNWAJz7G%7Ctkp%3ABFBMlMzZholo
"Lenovo Thinkpad T480s Core i5-8250U 16GB 256GB SSD 14"" FHD Winl1 Fast Laptop",772202.07,425335.37,Pre-Owned,https://www.ebay.com/itm/377412202140?_skw=laptop&itmmeta=01M146PCP8ZNYC1ZXWRQ05HJ5V&hash=item57df852e9c:g:8rgAAeSwj0VqfD9-&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAriZegAtkR7tcCCld6FoUy2mrjwH%2BdG1F%2B8YdO5%2BLI3G4oAswsuS0K5AkBp9BuZ%2BS%2FTRbhdQ%2F92zlNQmA5d2D4vMQSzSOhHKtoO8DbEpP%2BDhlxZqGosd6a3vPLqHStfqEPotUSxE9Bzo0%2Fy2F0Y1hDKfOr%2BMXK2bsFZ9%2BkS5YG3vFWRCWuTzGWO05ycfoDKNJDWwa5NFQB9b9bEexb40q3E4sztA5yphBkRIav%2BvZuZ2Ye6caQpSfbDo2rWwz68QhDLfsauYph2G0FtHtuaRUP%7Ctkp%3ABk9SR7LL2YaJaA
Lenovo ThinkPad  FHD Core i5 8TH Gen 64 GB Ram 2TB  SSD Windows 11 Laptop,858007.07,433143.62,Refurbished,https://www.ebay.com/itm/116536386298?_skw=laptop&itmmeta=01M146PCP8BQ19PV570VK2EW0Z&hash=item1b221c22fa:g:9I4AAeSwPL5p3C-W&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xA4jSXxew1cMGHpjE6aFmSnQYBXyZusdw%2FLeXD6UdZkk%2BPeNuM60GyOsxnXQsJGMw2QfX6DABZOjqscR2ZggAS4v94REsinrYaYNdV2vI4QimMyP58rTM2zCUB0MnKzexFg91FFmTiu0%2FtaWu1fjQQfZUZ8iS98IGlRG3TZeqOo2LC9XCyyTSH4FQA6wcbYwPF1%2F9SJfvslTrgm5aJxrLJMbSMFV7sLSRuh44%2F6KLzWIA%3D%3D%7Ctkp%3ABk9SR7LL2YaJaA
PANASONIC TOUGHBOOK CF-19  CORE i5 4GB RAM 128GB SSD TOUCH WIN10 PRO,643494.57,214512.49,Some Port Covers Missing,https://www.ebay.com/itm/137387381857?_skw=laptop&itmmeta=01M146PCP899EHNQ6WC0QKP0PR&hash=item1ffced1461:g:t7UAAeSweKtqJPAd&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xChPMs%2FfbAldhbaKU89Cy21gRlodXw42PBr3pQpyW4z7ck0M8%2BBypCF%2F8VHatCM7GF1jihbR8hyMYgHZQvwTm%2Fww%2F6DGkQ4KAzS7ByvmSdnAy3%2FpxGw6uMZziFvnJ52qxXm1vzTgvRDRHfeMafN8SbzWRoYhQ1%2BKow%2BNoL6vAPd%2FpaZZ7xbnkY6dqndXEnWlmqvqyiOiOH%2FtXJwJFQ7LZiMG6%2BZRAciOYZ6xNLahiQ88tuR%2BhXX3VLgBCSiMHnVwELIqTsxSNiN%2B4V1I4oZc183%7Ctkp%3ABk9SR7LL2YaJaA
HP ZBook 15u G5 Workstation | i7 32GB Radeon Pro | QWERTY | Warranty & Invoice,1438075.78,220676.59,Pre-Owned,https://www.ebay.com/itm/168645655552?_skw=laptop&itmmeta=01M146PCP8JFJ1BJK0A2A58EYD&hash=item2744107c00:g:-2oAAeSw1PxqhaQh&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xBuYOy8cgm2UtKDpUV4WnbloU1in0QtDI94iXRvIRBbcpoycwefWZzWw%2BSDZlGI%2FKapEuwjFXekakwN7pjg9NWlayazmKcNlneaaQmhxi%2Bs%2Blu3Dw3eeYT6AkHCV%2BMN6P722ZjH%2FMgwjGIZTh9VkfVmzRWOa9P5ztAlDh1uI8pbCqW%2FqfEcwJYBFQbUJCun2SS7rBKZ%2Fv9ec67mKxmHuLpkmtHi17IOg3jveYAux0zAdg%3D%3D%7Ctkp%3ABk9SR7LL2YaJaA
PANASONIC TOUGHBOOK CF-D1 MK3 i5-6300U 2.40GHZ 16GB 512GB SSD Win 10 or W11,836555.82,253124.74,Pre-Owned,https://www.ebay.com/itm/296199535493?_skw=laptop&itmmeta=01M146PCP8J28FCDZS03HVFH0V&hash=item44f6de3b85:g:WBEAAOSwKQ5mdYIW&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xBBY8DpYEuvF6%2FZ%2BDZ%2BMRrVMz9qZeuXEkpixmEYv%2FD36jW3s9Wu2TUnt9GLA6JWVHjCBctY7sf8XtbYLgC2E8sZkv9iJpenhMuHH25q6KGxnfEH2v7eKoT70s3Q5hLgFSzZPgzvVIjaTtS6IL1OkREr7QIMbj9kbdIjDYqQXV6VIKp%2FNTBAV88Ca%2FipgcELybM0XyxUyJe3vu%2BIsrcHbcXnqlVNQ8rMap7oQnFM3q7gXg%3D%3D%7Ctkp%3ABk9SR7LL2YaJaA
"Lenovo LOQ 15IRX9, 15.6′′, i7-13650HX, 24GB/1TB, RTX 4060, QWERTY, Battery 95%,",2758420.6,202544.33,Pre-Owned,https://www.ebay.com/itm/137643255509?_skw=laptop&itmmeta=01M146PCP8MKD5W9D9M4V4QE9D&hash=item200c2d66d5:g:vbcAAeSwu7ZqkUC2&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDIAnHef4O%2FCl%2BXcBaO2%2B9g4hdxKy1wIbDcYLIj9EAgE7DAsBcAskuBfyqHZFVa9VIOyZ5h0j1HFveMOPHyrzjnbiKmf%2FVddghcpFMoMvKQmwVbeU6v2P%2Bfyy2nKzEkeHhQSdVP6Eb1NEOrhsGy2PnucM2Z37sQelQVBbd6RLAbakKDJ%2Ft5nUucip01p5XJlO%2FbBzUEm3Ivuqu8f%2FAJQDnoFfTev71Ad95n%2FkvRcSFwzonyhcmI3cAMO2q2LIjB4i%2FdQQLUNovncS6M7jeP%2F4lI%7Ctkp%3ABk9SR7LL2YaJaA
"HP EliteBook 6 G1i 16"" Laptop // Core Ultra 5 235U, 32GB RAM, 512GB SSD",3232912.04,312625.17,Brand New,https://www.ebay.com/itm/267769706278?_skw=laptop&itmmeta=01M146PCP8E1X4WH1VR08J6GB4&hash=item3e58517726:g:ANAAAeSwiOxqkYID&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xCvWCmXiLZBqNBHm2ILKyOZlJtEcVaoXhzKdf2JAXDJsptk3qZjX--wQHFPp2NLmXhiv1fyOvwP1wh641EBtYokT3JjTXp%2FpGwMZeYfko6bozYiIcAB6EQRcB96TJvQdZP97zjGgTGHkMNTA8Lom5rho5NexEqZZ%2BIfd8QKtiYOg6yPyckoNg%2FtAKYTCpFByduNQ56PaRqxD75%2FS%2FPTcxIxOMoLbYn1Pe14xqbYNaQSHQ%3D%3D%7Ctkp%3ABk9SR7LL2YaJaA
"Dell Latitude 7320 2-in-1 13.3"" Touch FHD i7-1185G7 32GB 512GB SSD",939564.72,503417.92,Pre-Owned,https://www.ebay.com/itm/366622002598?_skw=laptop&itmmeta=01M146PCP8KJ6XKV9Z6R8SSERP&hash=item555c5fcda6:g:nuEAAeSw2SRqefBn&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAuHmDBDFLUOtsQKzP4YFMgR9BekMeSprYu7pY1RBkRZkliKLm6z1gcA7Pa0Sxni09dZJ9lt%2BXPJa1WwLV1FleFS1jXw8Sv9UlJ4x%2ByHKkOHHXKvVoRj7AQmDfiYBiOyH5qJgWIjyxVVnzqJ6MZXjTKxtA7mZRennRQN1Wga6tWNU9B75%2FMbEEMeH09iXJqCzE5mKiCN52TBrHhAPuMgsDIALTALbpBqBGs35t18rlk7N6RNdTm0SUkMY%2BkCW98oOdyZAIeGqKK%2FPJs8hDeyoNO%7Ctkp%3ABk9SR7LL2YaJaA
Dell Latitude 5410 | Intel Core i7-10810UU | 16GB RAM | 512GB M.2 SSD | Win 11,919301.89,183897.16,Refurbished,https://www.ebay.com/itm/358551951381?_skw=laptop&itmmeta=01M146PCP8VN0JKM8W5Z4NG76C&hash=item537b5c9815:g:JZcAAeSw0UlqBIxS&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xA2gQ6J6p06UbZrMj3WNpdvYAPOV1OYca4dtP0KZKLXre%2BV%2F9GfjZBlADOGf%2BFT1VB96TFClqRy6HiuhZ09bWG7YkeWf%2Bk7h5prrYFSpsflHTDmqCqxWedezvXBC0n00nBjVW2Ypep9EX6Nrvr20u5KT327tDiviq8j39WgnCzCv8EoXXblg7y7Yvo%2BQeU0OHOmmi3V799%2B9k5FnoLq5L4h0hTTFZZQEdvk7D63Tp86Hpgypb%2FRbuojUNgcEckYes6EWEpE3cIBxqhSH09OHCno%7Ctkp%3ABFBMssvZholo
Lenovo ChromeBook 300e 2nd Gen AST  32GB SSD AMD A4-9120C Touch 2 in 1 Chrome OS,257372.09,304007.1,Pre-Owned,https://www.ebay.com/itm/188764282798?_skw=laptop&itmmeta=01M146PCP8AH6JAN8T397V5AH1&hash=item2bf33a5fae:g:lm0AAeSwDzRqd-Qw&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xB1%2FC%2FQ%2B9JcnCGBrIiNq4OrPfLqxdxxvNH9307Z4pIxm6vqGgVW8Jnfq2eaP1BCXbCxzOSi0I37XJGhFF7HodoXtmNUnxGolyrsLhAbCXTZAY8Zsp43WgDp9ra2dDuYUGTsC76OBk87GhQsV63vOEpSfyCNBoqktz6ztpfTKWVUB3%2FHWDDQ48WHhzZhawjP798tY0SsJvmEuyVSJPwEgb5%2FYw0eydnSM5UgEvlwUinaNEWsUsNprvVnPLSvLKW5wsIi3yaxl9Rt2%2BGBGgAu%2FB4d%7Ctkp%3ABFBMssvZholo
Cheap Laptop Windows 11 Intel i3/i5 8GB RAM SSD WiFi Webcam UK Charger,386079.58,382389.97,Pre-Owned,https://www.ebay.com/itm/116534182489?_skw=laptop&itmmeta=01M146PCP8F8S4DNRXAA1053C1&hash=item1b21fa8259:g:0CYAAeSwCDlpWPbJ&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBL8LN6Mxnsf%2BGj4aDF9eK7nkuFpxHDtgWQr%2BsaTmjflin9Ut6rEaOVHbQWZwlNjtIRFyp9U3fQNYb%2FB4YhL%2BGHXhDsHX4UFB%2BjNxg%2Fx3c08HFB0XkIGo%2BdU7pqwRyXOO2UhqAgMwzO72VcX%2Fw5zxz2pICwXyDD9foX0cPMcgUeqTkwZg3d0oKnT5PsPFHQOR81m67pIUukhbgQARM0txEZEofXrCGkGDhj2pgSduPQ%2Bj%2FjflObuZXbciG0gHcii005JxZqq4S4%2Bjn1q42Ao6Or%7Ctkp%3ABFBMssvZholo
Lenovo Thinkpad T14s Gen 1 AMD Ryzen 5 Pro 4650U 16GB RAM 256GB/500GB NVME WiFi,1047846.01,0.0,Refurbished,https://www.ebay.com/itm/236995549556?_skw=laptop&itmmeta=01M146PCP8BRGBQF0SVJ6F1X6Q&hash=item372e091974:g:MYIAAeSw1~NqeHmf&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xD4qwz2JkZbnK7iPnLprc%2Fse92uifQ1%2FE2nEl5pNYnsl%2BxIWE6qZLYsfkUhU8ynENaebHLSbwnw%2FkQ9AgMlawVPQpQ0BEOf%2B5GERzFQG7Ez69q%2BMwHw1NNQlPOV4hBZ%2BnRgC800C5iXkkM8ciS70nA8dygtoIRva1xOlzC2qBvNitCggw6oGMgk3I8tm5bAC7aueafRh93IIEynD2gGYn2uMcHOp8AGHGFEKWxQMU%2BUSxaQ5WlwGmHKc5nDQ4%2ByoQIqHolrZP8W9QmcHMgALDxh%7Ctkp%3ABFBMssvZholo
Laptop Windows 11 CORE i5 12TH GEN 64GB RAM 2TB SSD WEBCAM WIFI,815104.57,557775.38,Refurbished,https://www.ebay.com/itm/116882482466?_skw=laptop&itmmeta=01M146PCP80VFKH2SZMXSQMK9B&hash=item1b36bd2522:g:VTsAAeSwar5pGg9q&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDYqViPfN%2BAXSJ855byT7eK0UrOfubCqUj%2FvA%2FuLD9LdPwf2qRwjsc%2BR2nh1fD%2FMVIUQ8HJ1Bx%2FVfcXnG1atSY3BqMb1bOD%2FIKsulfdzKkY--rvsLfnldBh4hIqNiWjDT6b2DEcB0%2BPaesGm3JYf8wuAiJyrq3TBY2sTTF0RIVLAerzdpoJJ8AZZTuVhu85OkcUwUP%2BVrypvSV6mA6ZaUJMT2qQd0bEB6Bq9cyhfB%2FmW5PZQc6SzA4%2BQEFl1%2Bicl6E139pDmpVpaN12%2FoQiJTMt%7Ctkp%3ABk9SR7LL2YaJaA
Panasonic Let's note CF-RZ6 Core i5 7th 10.1in 4GB SSD 128GB Windows10 Pro JP,568119.6,31562.2,Pre-Owned,https://www.ebay.com/itm/128048591834?_skw=laptop&itmmeta=01M146PCP8Z92F08RSH10MRFX8&hash=item1dd04a73da:g:K~sAAeSwXeFqkS7E&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAIE5168DToGJvm8MY58BQEhcSg14TjeddywF4SPV440v%2B%2FYUUW%2B5EPTt138xIYUN2I77ojs9O3KF%2FPJ8PnLioJloHo4OamaEzwMoAF%2FSYmIFzVUWnQb3fc9MNMXlaKF7y9OHCqfJTORg9ZshdL7Vf%2B%2FIRKyECnkL3AtHunsUAGjHg980ZabB5ZxwCesqR61dvH8JH4nwMzljnYola9jQvaF3At4%2FSEKtPoq%2FfMcFB1xTCNYum6VqotLzzmW0jxwHk5mbENPONk0GYOrXjZFDgo%7Ctkp%3ABk9SR7LL2YaJaA
Lenovo ThinkPad x13 Gen 4 | i7 WUXGA | QWERTY | WARRANTY & INVOICE,204861434.35,220676.59,Pre-Owned,https://www.ebay.com/itm/168645735256?_skw=laptop&itmmeta=01M146PCP89PF47Y4GRY6EJENN&hash=item274411b358:g:LtcAAeSwUHNqKT1y&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDAOqODi9bxAk2me2xluMBPgHo4F%2BIgER%2BUWzKhBLvVxxd64R%2FPdf9oVe4dT5Bjn78hs9Xf9wzqrLPyjPLDGWSgW5VHZmX3D%2F%2BXFMIOjeM%2Bs7BveDyqLul34Pwve3Gx4a9W5%2BL0xUR%2F4e9vzSgKDbqeUoWrLKbZWpFT4GcuagyNHfCkGMhL154FJrzaKG8PSGxfnfptejF30rx%2Fhss%2BMPPLIE21vSmkcCTvktWXebh6Mh5d67i8m2%2Fvq421Eg1Tzd9bpWZmw0rBL7YW27SEzSKg%7Ctkp%3ABk9SR7LL2YaJaA
Lot 5x Dell Latitude 3420 Intel i5-1135G7 11th Gen 8GB RAM 256GB NVMe - ISSUES,381832.24,420315.78,Pre-Owned,https://www.ebay.com/itm/128044340695?_skw=laptop&itmmeta=01M146PCP888XNMFPM7KHTZRGJ&hash=item1dd00995d7:g:6EsAAeSwNbRqOW4p&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDz7Y2c%2BkPDwATdfifm711tOCeITiTwFx7w9NCDwlzI2ewcxeVjehWKb27pA9dntSE5ie2fawRh239nCDwIVRnoisPAo2vdtCGCsmiTX%2BtWd6YU9CJY0RSno%2BmDeF%2Bu1QT7MLDEtUvi4PefoiASTOn6Bkm1Zj%2BcfTA6GxTB3pw56KhRSjMLArbL2tCaTU8uTGZuma4dftUe3zyDJbNv1XC88zwdF4mfdlFZjMCAgFpr00gLkbNk2HANKbq2P9GHozTHy0yBdu4rNN1JsPvjcOol%7Ctkp%3ABk9SR7LL2YaJaA
"15.6"" Windows 11 Laptop 16GB RAM 512GB SSD FHD Intel N100 Fusion5 S15 N2 UK",1072519.56,452621.36,Pre-Owned,https://www.ebay.com/itm/257228835798?_skw=laptop&itmmeta=01M146PCP8NA2XBPGFFHSTNHYY&hash=item3be4088bd6:g:EzIAAeSwUp5qdbz6&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xBXIwDfacf2W%2Fywr9Jtc%2F2SklIS3jtOD%2Fa4QjBXoT6rx0Uc6jwxi0CEziFRY6Jo%2F8Fb8bW0Wslfbkm4x%2BoF2UGAkXecJh8wJQnh0aJ6wphQWU2ol9ss59KiLDijqhgzvFvOcQ2QkPqpU029YyXDQ3xeJpV7DJcpUzl8cIJflv6i43dDD0AV%2BnGmQX69sIFw43o77H52jeJWGqn%2FcyDNS1EPKcmASmfFtntBJN4PgyTORQ%3D%3D%7Ctkp%3ABk9SR7LL2YaJaA
Lenovo P14s Gen 2 ThinkPad i7 11th Gen Quad Core 24GB RAM 512GB SSD NVIDIA T500,1201227.05,464290.84,Pre-Owned,https://www.ebay.com/itm/157647650978?_skw=laptop&itmmeta=01M146PCP8JQECFHAFSNCC1A32&hash=item24b48840a2:g:PbgAAeSwgsVpe17x&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAcJabkdvAfkZ4KV7pKQjVrsHeI0ecEVsK5nk6q%2Fnjg%2BPItmzOWD8oAFh91z5kGdBx8ysNtfdADGuUBquGiEFovit92Oy9SqjXdQiwq1ETY%2FYOtXJGf0MJG4SPKQj2iTPbCJW4WAXPsy9eWgHPbOjT0%2B%2B60Ce5Xlb1eFxS4joI3GOj1m6NNvcWZar%2B7xb5g54%2FXQKUxFfVn3GHTqTCIVAt%2B2P%2FxKrL%2BmBGUL7DXSXx1hwJ0Qa0BQrW8imVMInUYEMw%2FCQf2vX0Tgpns%2BBtl5FDE%7Ctkp%3ABk9SR7LL2YaJaA
"Dell Latitude 5410 14"" Laptop Intel Core i5 10th Gen 16GB RAM 256GB SSD BAD BAT",493335.83,392128.84,Pre-Owned,https://www.ebay.com/itm/327272613898?_skw=laptop&itmmeta=01M146PCP8V8GPA10713B2HVQD&hash=item4c32f7c80a:g:ynEAAeSwX8Rp~JDy&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDu4i9T5oS%2BImsd%2F2i213T1%2FEHkBSNqqcy8o%2BojuOfg7bsIyxDtnOGBSeqoRJY6SEaDrcspMmhSD%2BJ5%2F9f7RfJjiqtXj8%2BrMeVS%2Fg0sdcCuu5Ru5ACmUnSqWyAAeSThu5RNqhtXqWSh1eUKsWqsXsprsBFH72QGCuwX12pn%2BBrg5C3w6LJ7rEeK5bJEOgN2b0WG5TC7gDM%2FkCK5kX3ywi5%2BSc1lDzeuqR3ab7KRXqWuXP--Nu%2BN203PFyKWnb88%2Bl4tGMzpBbyYEuQRWXFT2FxR%7Ctkp%3ABFBMssvZholo
"Microsoft Surface Laptop 4 13.5"" i7 32GB RAM 1TB SSD Refurbished",2206729.12,239066.31,Refurbished,https://www.ebay.com/itm/287485328817?_skw=laptop&itmmeta=01M146PCP88T4AM7NWHCK6XZWY&hash=item42ef75fdb1:g:jcgAAeSwFuJqZiBp&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAQOZAgWgFwVW%2BnFrTMyzfo7zPHwQmOZankhoquU66ym7Czw03FH0FuhLMIZqJk2OBvJC7Pe3IbPLEv5SRaR%2FFQPbxoZuzzI4aZgRFsGzHmvaUSEcEIkXNqdHlZCs6corFxcB7vVjE9VU%2FgFHvguN%2BGFHPVq2ohjbU4YiIydVzZjB3AefHVTIgAt%2BRsZM0eD5GTv1e4OLb7AP%2BtKaXbKLCIbJhUDS4JS%2BpA2VY7pcnF3VtOJ0NMfY4xtaJla2v1ReCth%2FDTbltCG7DNOpsU1ipx%7Ctkp%3ABFBMssvZholo
Panasonic Toughbook CF-53 Mk4 / i5 4th / 16gb / 256gb SSD/ AC / Windows 10 Pro,865631.21,421436.81,Refurbished,https://www.ebay.com/itm/256347295953?_skw=laptop&itmmeta=01M146PCP8PK8SDAQ0V9W6CRF4&hash=item3baf7d50d1:g:PuUAAOSwvgdlgR~J&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCv1xJic5dzPH8n5SRl4EAT5tJE%2BhiO2bdfNnVTf%2BcR5N%2F5PpE3Fnt3KRfaz03SV0XS8DWb326qmWRwq0JYSJpv8k%2F8vQK4GQ11wdrNY2uJbsPElOCVaBhnuV9UWKdiIr1A93TFAoj%2BQaCk4eOzbLzzTYFJu%2BrvEWnJX2HeU0f60n5euOvOgg0k%2FKbIjxl8LnjiPbMGgwUAM3tvUOs1iJicy0SiQXXSh85CnJDVOkthYVKuTU3DytTvsIJA5oz%2F%2BR4gE%2Fr8dZAjtHQe8KgxzpAd%7Ctkp%3ABk9SR7LL2YaJaA
PANASONIC TOUGHBOOK CF-D1 MK3 i5-6300U 2.40GHZ 16GB 512GB SSD Windows 10 or 11,853759.72,253124.74,Pre-Owned,https://www.ebay.com/itm/296518382921?_skw=laptop&itmmeta=01M146PCP8D97S24JCPGCRZ3B3&hash=item4509df7549:g:NaEAAOSwhFhmbZQG&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBAEfeUWtp0zCChDMf2mCn8JdKGJPYB4DJY1%2F79tL5rnpSczTaSqjpp6znefiHo3AFnzaPsX1nXGih%2BXPfmBZrz7%2BGWtZh5DXUyJGs%2FcXNGOJOAG%2F6Vbnb320ElklnZn7fvRBQC2vttmMy0r57ZhLgUyTEPWdy1XRtPX%2FrsXYBoA34R3yLZYlF5GF3EQSJoTjlXYlnZeJlhB4Q16Mk2viK1kIVLs2%2FCIuxTtdGZEqBDCL6FlbMKnYSl5o7EhMn%2BhkwaVIJEEmktzNPQQI7wkkUY%7Ctkp%3ABk9SR7LL2YaJaA
"Dell Latitude 5420, i5-1145G7, 16GB DDR4, 256GB NVMe SSD, Win 11, 14"" Laptop",578969.22,399894.19,Pre-Owned,https://www.ebay.com/itm/366406183780?_skw=laptop&itmmeta=01M146PCP8E8BBZZS2VQDYNTW8&hash=item554f82ab64:g:lBAAAeSw3EVqkXp3&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCqExD%2Fdd1dkClVLHz%2BgX5q%2BxnuD0yb58x0QEEXk77WfX6u1Tsl9%2B4cFqMKl3wC4tfeio%2FsIiYuu18fMAks2RvaIm0pwfN91lzIEqCTQVqzfKSRb3KLta%2FFb4dt0BsMAHM2jHD4YZCG5vNMi6KbGLyZ1opA57xbxkURl3bPETXdeWgO%2FUaQQSMz12h7WMw3Pzgmhce439hDn8IB8xIf%2BqdpEEksD4HtL%2BKOyKl%2FERESWI91XYOV0LMemLXmKDazzvl0ypxy%2FdR7MM8zok8Nh6G5%7Ctkp%3ABk9SR7LL2YaJaA
Dell Precision 3591 | Ultra 9 NVIDIA RTX ADA 32GB 1TB | QWERTY | Warranty & Invoice,3733112.31,220676.59,Pre-Owned,https://www.ebay.com/itm/168645716133?_skw=laptop&itmmeta=01M146PCP8R9SP3KM53XFT328K&hash=item27441168a5:g:05AAAeSw0-1qO8QR&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xD0juBt29ogWzrx7Ro5Ps8JVS3%2BlLAhVInshswk5gj%2Bw8yvHrUrKAme7q1IpnBKj6fUrIN92c4RH29JbyHndNJ8MANvWI3S%2B0wQ7kvbwgLcsVh57OWAFgqJBMxdyA%2BRs8dlDbbuxqNq0CHj7IRCbFumaf0%2BOOPKGIBRg2Kp6ijoWkaJK6THanzvkcGWrbkSPbmPVqhlC9fhNQT9jTFyTnHYLoJrYlOIXkZTcpaxQx4iRbX7skT45dxo6QEpMj6h6Z6HiobK5pzlRR2TKlaj0O1R%7Ctkp%3ABk9SR7LL2YaJaA
